Address,manually labeled proxy(yes/no),detection(yes/no)
0xf4a33cf7b1e4beb53e0bb854676f29cdd19b8282,no,no
0xaf36faf866b0cf9f0724e8e2b2a14d889df11477,no,no
0x510a30c8be03be7e3970197235760fbb27cc5388,no,no
0x1d239de1ec3d21586d2275ced91e3ddc06b57e29,no,no
0x065531af5be633308558280b29fc2b78e3156c7d,no,no
0x59b1ca528bd9a5bb545c8a123b28ac4d88ce0ac1,no,no
0xac8706565ae9837363874fec3c861b50e936162f,no,no
0xff29d3e552155180809ea3a877408a4620058086,no,no
0x980e79a7af177d98db557cf7bd82f64f089b291d,no,no
0xf8d3cf5326f7d7204799516e208b3d5d6414a2a4,no,no
0x49e6b314c520dd2b44ba78c852288f18f0268b31,no,no
0x5456307590b570f19560d74cec4aa9d47d889f0f,no,no
0x9583ba99d7a54441d9389d7cba9975808bc60bb3,no,no
0x5cd5548a62befac204f7e4a288c31901f299fee2,no,no
0xd1e81bdd5159adc77ecbf57394297af197637acd,no,no
0xaf14fbd363bf04c48c6976b8d77f243a5d1af666,no,no
0x5910b489a22423d4a128a640241e40c73bc022eb,no,no
0x1c32136ca891207d59eb61ad5db6905cbba5ce83,no,no
0xdcea48eed8005b4e8feb3bf39e28ead7b0f4afba,no,no
0xbb20d49334e85933af8d2b30e187f51117969220,no,no
0x3951e060fde53eaa51fb862a894aa4c09d0899bb,no,no
0xc9cd7d527d4de14cd60087275d32a722eb91e2d9,no,no
0x96e1e1dfb8f81b961576361fd732577600a39ca5,no,no
0xa30d4744da6d3243ff1c32c6228355d210187910,no,no
0xe3e425ba29209897ce53a89767e2410169ba7235,no,no
0xb4decaf2e6df4d4589ed6b37ba707a16ec312e2b,no,no
0x8603928a9ac8431b5099a44a222d27ae3db30758,no,no
0xfdeba85cba8f625275ccdcfb8db7875bccedb6ad,no,no
0x05fbcb566288a4162b1300849cfd81a8fbb0e810,no,no
0x4de77323f7928f1cb869fe22e82efc7dda9fd071,no,no
0x63ed7883fad1d76de22be601ca2711e1a9834bca,no,no
0x4ef3a2f12d3d882ca80be55012393d04627e0008,no,no
0x116743eb0b590a32cc2107aba57d889a8b09d630,no,no
0xf359a337ffb6ba4baade8eacc2a1c72022715fc8,no,no
0x3fab33e06942f87e4fa7e014369d07471199af24,no,no
0x9c1b4336cbffd1863e4b1bf6140c13a505b7ee26,no,no
0xe173383cd20b974998750a517cb2feb3075e9aa4,no,no
0x000000314502312189002200945a0094168ed0d1,no,no
0xb5663c9068a7894fab7a4f60a297eb4a9bcaea6b,no,no
0xca19c0f65f0e62620a2244ac1b7c310b697bdb32,no,no
0xd02282878fd49bfd6cbc49be08b29128c5c34292,no,no
0x8650a4615819585fc199f2aa07871a962e6c8e0c,no,no
0xdfd41721c249957427f3f2fd66c8fde36eb1aa49,no,no
0xe1af89bd948cd2fb82bd3ef4f7cb59bbd332736c,no,no
0x399a8d940bb19bba3623e50dbfcbb1ad2a41ea44,no,no
0x1c964722cc10536d18bc4eeb02fcfb7bf5daa6aa,no,no
0x0e3625937352be734b458b751d05832c98308ea5,no,no
0x2dc42d00f7895a414a290169d1443e972336d087,no,no
0x7737b58b8984a650f9ad2f4aa39e7da8e25f3aed,no,no
0xfa09397252327178c2736b976ee3c5b4cbfd584a,no,no
0x50be9adf43827976b6720f39d03f5f68cfbe71e3,no,no
0xc21ed93443e43daf223df01999367bafce7da6d9,no,no
0x581b90ebbd0dd4023ca4ad6a6877a0ae9c16331a,no,no
0xf5eccbd20eb88d9112a798016f763c4f0e788177,no,no
0x690508fcbec72a4af70cc0f023b7d510dfba2ef7,no,no
0xf21ac25682915d9d8e5aa727de059ff6d5990d95,no,no
0xeb0f6b236eff997eabdc185b2d6b139e9f2abc10,no,no
0xcacab0f1f5dfdf997ac43514b3f3784005f97628,no,no
0xbd7f25054c379b14f9fa66dd0e1f5db10ae43a57,no,no
0x50a43f36de45d2f8d0c92a561122970f4442bfce,no,no
0x06b09547f1786d6e8279118962e9f46965a31a67,no,no
0xf43fc97691fa06a6937309fde3153de54b57b677,no,no
0xd51b38ad0e261f684d29418f6bc3ceb1d7e8d95b,no,no
0xcd52b70ce38f218f8080e8eae629ea9cfcbe8dc3,no,no
0x0b71a1092fd3c3bb007f3bec4002c8e32df7b687,no,no
0xc6c61e07c0b285f8e577a9ba1242e52b6c62f50f,no,no
0x05c2e9e6021fd449760835abeb240fc3547b2ebf,no,no
0x8b93145dd8a86987b848e909a58d82ff7012131e,no,no
0xfe3f471f4fba1ed4b083dda5f6dcdb2b659bed22,no,no
0xb442c374d93dadb7294c9ca2151b553ad09b47e6,no,no
0x1f2f6e3fb0b1945e348db66ed6c93afa76e2ad24,no,no
0xf95a2651dd310a3fcd0dbd2b099ab3ca72283ed7,no,no
0x698ca864821b5ac36a34fdd8572f54e4f936ea83,no,no
0x65cdb43398a57de23724ee5fb88f4fcb7ce72cf3,no,no
0x5bf2912be0126356a1a4402d085c9b74b47537d5,no,no
0x18a79d6774ed39fe80adf585db610961b8fba0c9,no,no
0x75d29d25501a2363b54c24190132ec79373a07c8,no,no
0x7fff963a825dd6955c8f3a970e9c0788c1ad6ee8,no,no
0x4b2f24b76bff525ef3347168f6c4772b0ca5f952,no,no
0xeae2c3f599eb7efc51df9f17d12e0da9603b4779,no,no
0x54ccbecdbfcdc9ffe646ed31586ee4e093eed461,no,no
0x59813402f63d11ffab6a5d4e053d2baa302ea7ed,no,no
0xe7ce3199897787a9b845f40602fd8321ab91cd33,no,no
0x815c9225e1d163ee7e5b3ebe495dfad72d04fd08,no,no
0x90dddb33874af56eff68059e766696b4002376e1,no,no
0x8ddf7c873951571853d61ed079aaf1153233b2a8,no,no
0x2d9c994077425cfe25526039ffc07aa9a9966434,no,no
0x1d82975fec64bac6d8483dd9a19aba8586b0fe19,no,no
0xa5bb9ee252978a7a9a96853f81f084747e2aadd4,no,no
0x3d78b07dca82ed81a2fd9c24b78efdbc3ac7c565,no,no
0xfa1ba70426a2f4b83f9b806dcda690a19e0b58cc,no,no
0xdc0b216725d08ee75be6798386bb50b02907d209,no,no
0x047f29528876f967b4d0ddf5826cabfafbffea39,no,no
0xe1e35af63cf605af015d325b05742ee711455e86,no,no
0xd94ccefa2474257ee3a902b8abffb0a48731d354,no,no
0x3af092be3a1b7d21ccdff48ac7aa1ea554ef47f4,no,no
0x4118fbebdba166d5ce4b5dab3f86daf9b280ef11,no,no
0x621bda11b2e36c50670bbd43e883393ca76b69dd,no,no
0xa2ff761f810c8e108f56ad60752e4637fa5f0455,no,no
0x8c76f61fad3b6327e9fdaf2d555629a71886f3e9,no,no
0xcf0ad7a2118c661912e3fe0974a3ffed0fca32cb,no,no
0x4f96e82d5de03ca8c2bc8ab76235b583af4776c4,no,no
0x4989b8c2265d23c951d8a92f0b844d8cbdf63ded,no,no
0x9dc0a8739d60e7c01fb19b0f6f13ec69eb985372,no,no
0xde615cfa18414a85500e3899e77333463a0449d2,no,no
0xa3d899d4e2c798ed1bc743eb0830fb91973dff62,no,no
0x767bf256e23f8ae53f97368a711f51d8f3b7369d,no,no
0xa578dc4efdb3de4b279a424ced12d39ba5e4277c,no,no
0xace4d4fae91ef7948e7d897b378cf0f668e7e20f,no,no
0xe1688c3162c121ee10e941bbea9ceaceaf47580e,no,no
0x1cf68b6dce26a7bda34b11ee8e1f4e15abc80c36,no,no
0x73caafc89410a2eb87155581387b6a40ccc5878e,no,no
0xeb23813e1088109a0e79b38bf0a526c96a3fb17d,no,no
0xcdd06bf65909ffb4cd13ec62735ba653f93dd76f,no,no
0xbd58dbea40074cdae609e59026a42c02db56cd79,no,no
0xfaa45459105afeaeaa92690feb31e44e63bef816,no,no
0x7562eee618a575740c1ad723cfaeffe5db216e57,no,no
0x8e207d5dbab1b9969801ea514fdc42e476be5501,no,no
0xa44f89cbb2053c5f6f2c238294bdc262e9a8fb2e,no,no
0x48acb946bb4a17fa7ac1107b3aab04c776962a15,no,no
0xe18c031c11c56f82109eece5a655b958201a1aeb,no,no
0xba9e44400f50bc9a9ba1b9dadddcec41d3845b57,no,no
0xc80606e23fcd11c347893b0b9d9d29739068887d,no,no
0x0b0a9689be20bd0c0ca70f8c863997c8030e7bf5,no,no
0x6411693ef222e1bbb04c2ba38b7cbd095545c9d6,no,no
0x6ae4ace745da39e51bc05021bb7612e51302289c,no,no
0x02f504da04be24982d00d7edab5546a9989bff6e,no,no
0x6fce93d9359fce79bef7f6811a227c52355e1347,no,no
0x3a20e7509d410757fe269d52100138bd1900dcca,no,no
0x127fcbce4ab208556c7f772a9853f7380be2885d,no,no
0x8a7b5eb529c91613ca1402428d34622b10a98662,no,no
0x2aaddea0f7a7f4baf58bf114c5890e48ac1ac9b9,no,no
0x3f3a59c974f0894bc5a71bdc7d9b1a3fb62e839a,no,no
0xc26151e831e2bbc26ec9de49375b76622efc2ffd,no,no
0xdc27fac895890565fa2c2b82b89981077513a157,no,no
0xd2135bf9c281e6cc49e01c862b3f500e609ff9b9,no,no
0x671410898c0934c99b9be181dab3cfe099eafc6c,no,no
0x46b0a2fcb7a2c0c06a759c6f95587a5f512c0787,no,no
0xb851ae17d27d91683af5532369a58e9a4c55505e,no,no
0x78692d74aa84b14d92e0dd9b10f0667be82e8f12,no,no
0xece55aa42eaa8749b0c10282bf2c0a5696ca43d1,no,no
0xcfe71d62f881219c1406dc07f5fa3a55d303604d,no,no
0xa1f99bb516d0b9c07e2e9c13425e62678624c082,no,no
0xdb91f0b0ccef1a3c442f7eac1d3b2b47f628e7c2,no,no
0x7d57fbc641d88c4850510249a6301ace092f6c54,no,no
0xa65fde992b214dbe4d4317e50fc7ec906d6bf088,no,no
0x142e98df2bd5de7ffe21434176064cafb478852b,no,no
0x2a2a9a5fb52d954573b799b98420e968bad2c7f1,no,no
0x25056e375ef77c1813ba0e5e0b4160380fa4fbfc,no,no
0xc4df7fb698f9fd705323dc6615735bf4eeec577d,no,no
0x855976cfae4688dfaafa75c4b76a839e5080999a,no,no
0x2ded7316ca609bd53c57819162edb286195480d6,no,no
0x2c68534ffbc8afa5c7315cf9e751ea35a9612abd,no,no
0x5f1beb08a9a849f475cada5fa5e60b51c5033aa8,no,no
0x49f83738c88e42406c902e5752f6e9ff642eb930,no,no
0x9acfb8dc2625b0913ff94d4ee379ef2e41eda8bf,no,no
0x6883b6ab635f1f56aef37ba5d8bd67ecb833493d,no,no
0x5afebd73867025639cea9fa8a8891c6046520756,no,no
0x52f9e28bd2a7bc234828c81087412546a1c2d573,no,no
0x6ad73f4768e2358ffdd521219ef0de0b1526daf6,no,no
0x262fa5d1ac9d7180c754ac329b0ea0a5543c592d,no,no
0x46c7f61637708d60ec2b0183e6bd0e05338c4f39,no,no
0xdc0efb090f84d844d6ba4b0a17be12d1aa2ae1ab,no,no
0xca417fa8e8596562e60c9a665a4512ab80fafa0b,no,no
0x075d029ab31aa61b69b2f1500f6de67f0d37f54f,no,no
0x59f999c982ffbd90a94b92438dadd2f8d9c1b7f0,no,no
0xdf7f054b4570c2d2aaeb1ecd15b318c31372f895,no,no
0x5d32b7b588b5d938566f57f37aab5efc1ae25171,no,no
0x4491ae7dbc1313a7c5e842f87d0447c89bd7809e,no,no
0x4d122eff06caca67a095bfae915a7196ab2e4651,no,no
0x1e7f1c42488ab2565612a7bc1e320c5040924d39,no,no
0x1045120994c15cbe9b1ab70f95ff7e773697db62,no,no
0x4d31046d61ecfc6fbd13ccf9c97ae8e41edfdd73,no,no
0x9bfc028c2c14325be427bc7a89bb6b4be82b75ce,no,no
0xf83b64d2ebabf8c2e323c3b962de1c7c6a8fe871,no,no
0xb958031bf623d0dc757fc4266342c76c835eac90,no,no
0x76c827156395f803941afadea56fb3941a013b36,no,no
0xd01f6019834d52c09ea4f672eeb2e7dd2e832c3c,no,no
0x675f1cc9574a756cadc3c88a46b2b39bf453ba84,no,no
0x664b087089f9562d2f307cc9f6ee02462ca24e4c,no,no
0xc4e69c829f0f06395677d05ed29b9acd4662055b,no,no
0xf3148a2c2d241895708f4348afa0e6a2cacba230,no,no
0xdcdff1f1d75bbd5a09ad25d2e33a2db2776b7b6e,no,no
0x8bdc91f3b18219267abcb35c56f9c73a610f4dc8,no,no
0x87c77f0b2a102de6361632506592e6bdd0c3c16a,no,no
0x11d7ecc9e52ada31f3da4d050da8a45a35a809b9,no,no
0xbf6ada79de1f5054c4f23b1dbdca78c127da4747,no,no
0xfafba00d119577cb97080062fe5d839863119bc5,no,no
0x36c8ce0feed7d1277a6b0dd3303f61c8b4022b87,no,no
0xeebd6ba61eed46dd1ff1779b3b28db99367fae46,no,no
0xf437ff55936756708cb6868a2ecc5cd75d2fef15,no,no
0x23389fb3916c14cd6452f08fa010a5271ade5a65,no,no
0xb367847eceeb570efb5d5d05badc251634998948,no,no
0xe0cdcf93d9093dd5caf322d77d76fbc05dc30fa3,no,no
0x5f4f48d78bf8dc582762a2ced9f9fab605f28f67,no,no
0x3eb9509aa2a609bc44934710035a47664ad9a072,no,no
0x89cbee12ad6c584e8ec29dab10c8f0afff0ba2d4,no,no
0x4f71ef7643136cbd2832f87c8bd33ae02d8baba7,no,no
0xa5e7015321ca458ad292e8df11f7f35a0edf899f,no,no
0x8ca370307b1acc5153c4589d4c870b412bfe1db9,no,no
0xb07b2de1108df13b3147489915a2d67510c75e15,no,no
0x11f454a7aedde4b8ff0bb787bda540733a6525e0,no,no
0x8998c94c7ec8fdabb69c154df75c0f3abb4115c5,no,no
0x9c39602880c4bcb2895795d736979a02f4cf851b,no,no
0xfacc3a04ac1fbb4cfefc288d15b3ceabe472b3cf,no,no
0x7052d2d8f92b14f3da7e35a1747d0a2f2a732707,no,no
0xd11660b9169aec552d4783e2ae09c2994b0e6a3c,no,no
0xe02094f93e8d3e3a44d9fadd03b05e2f9d2a7db7,no,no
0xf8937b309c277ea18b4d791404a5b08f97f79eed,no,no
0x9a73eaff270742a9441af6201899c3af2f91cf1a,no,no
0x648385845afa368fe9bbf68f3db07ee39b58d604,no,no
0xe776e12432193e855aa0c4b038469e444d7c6cae,no,no
0xcdd5a9d6a35c48bc7caacb30edbbefbba81cfd9a,no,no
0x7f610b7efe96bb25656505f6b9df15bbce263ddd,no,no
0xde10a89db6e7e806a50332d97eafa21ee2d56bea,no,no
0x76a295bd0407d2558bf8801a34790f30f77cc183,no,no
0x50d29272c16862ef9a52ac8a2657a8db1f0e66ed,no,no
0x44334e5ba044ce343aac6ee8d8bd7c5ef8090882,no,no
0x2b496449bcc445dbe7eb4de8098491f5aaa58242,no,no
0xf531de4949f0d9c6e53cc3fd372fc246aed296a9,no,no
0x18a503e8e6b62d0501fe672a6dd2acae1de6401c,no,no
0x18e7ee9cfea2e7dd49fab281d40302cb082e1dfb,no,no
0xdd983aa1a43db305ae34dac30f9c4620de4eadcd,no,no
0x1549a962358721577c5344dd50ede19a2693a78c,no,no
0x797111b15f63e0ed99df3c39c0eb1a09647e2816,no,no
0x665d6a8cf1915a261d0a41a81308fa9f7fe8c3e6,no,no
0xbda08d249738b8549d0fc39e5fb094bd36b9d4d8,no,no
0x06859afed626bf5ffeb5cb3ddbba68e65ff79bce,no,no
0xe893721c9696294ab4bb8d77de9a3eb6e2e83523,no,no
0xdcb2f9b1e919c150572a7384322c0e66ab05a3fa,no,no
0xdb786e910e35d37c79519aa3c3817b7d5b9c5c7b,no,no
0x484e88544d6ac2c1fe82020148e450665c2b4d69,no,no
0x3ffe706df428ba1188e39b05b07b1d7a76e5f2ca,no,no
0x96e5ac113815e00accb0830b30d3659cc7a032e9,no,no
0x0f8ba906200f43c3628dc7678ee227ed12c9d48c,no,no
0x0ba1096ab59d5c719cbff4806320f5eda955226d,no,no
0x501467d97327e21af8ebeb06f63d6f0a082538b0,no,no
0x4a90b63d7906e3354351b4338cf078e1d09f8730,no,no
0xf67c23718b696cdcbab230390ad5d2c63c271445,no,no
0xf55b710490dff590340d2c9fac29af37b0d6394a,no,no
0xe21b7bf2cb39ab48868bfd3634f73f8258e99cc9,no,no
0x05f9d6926b9a6326d26e8f145091d20a53c8c5f0,no,no
0x7f5b1968fc8719de733b4dd93d95b5d58be73273,no,no
0x64030f6ef7fc8fa7a92dc7a119175e89eedaff68,no,no
0xa1f350d11ef0e1bef5410b86aec0d2c728bbaff8,no,no
0x8897505248a5d5b419210708d85a44363f287656,no,no
0x7f8a4a3bfc51186fbf2a979cc0ee00e63a277ac9,no,no
0x08e9ba50912391127b18da985737cb6e73ecbb00,no,no
0x99f7acf434ebe93d9f8e1f08b5461615104ccb32,no,no
0x6b91fa08dfc76365bb5b3c63c0d253fb2a112760,no,no
0x116160538dfd7506972c432c85d6f1fe6798c827,no,no
0x222c4c84a078f440b2d834ca79b2240214c7e35d,no,no
0x42e87e9fe1528ac1e04834a0271717c5605dac1f,no,no
0x1fd7ebeda2cd042017a79bf76cebdd16bac2ed66,no,no
0xc941fac904f2124cbb84c6a5d0544a22cf6c1cee,no,no
0x9423a8eba5b5e414cdb2b420ed9004ea2212dcae,no,no
0x0e303bd7ebcf604e278af905024806f1dda133ca,no,no
0x7fabf28d8dafcc68086d80a567c3497f355d7c17,no,no
0x6c2a03c37eaf4f69cdbc965f563cc4584f417a58,no,no
0x2b89448b71cd172eff440c98284b0a9948707f36,no,no
0xf2b2ab73b3d54b7073db0fb4f93f22abd24435c0,no,no
0x49fbc6bccfb5d3f7ac4f9822e8744dfb142a6ff9,no,no
0x7e8c9452387c357f396e2329b4e0745ae1c8da4b,no,no
0x8655de2087af1efb08be60aec6279a5b33aa26f6,no,no
0x94a8193a5d8a3e995decb1057f2ce3b6403d8aba,no,no
0xd8c37ca4fc3fa8911ecde2e22d4a6f44f56ece29,no,no
0x4c464b22b1fd55aead438456e095825bb92f6c5e,no,no
0x151c9596ab1d59605c128511f4e0a594da515637,no,no
0xae65275ee3b99204c9d2261aa841d528f7ee884f,no,no
0x6c896850a5954a88f73ce33c2b04b6e5ae6edc62,no,no
0xc1d6bf2c4e5b56c36dcef5c0e35d740ae268089f,no,no
0xd02e395139bef02d375ab6407f45c85a5459717e,no,no
0x3370753b32c50d497091baeb6ffaa4a657bac219,no,no
0x11e69bf4b7fc90063c8375e0a7db1bdad716e6e1,no,no
0xa5f8ba7d5315db554d5e08626bebd5c5266f4512,no,no
0xbad9c4f2ffbcecf8867716d5acbabb77892d9cb0,no,no
0x569e3d4749143bf5ff9dc5094f1d1b6a5ad1f254,no,no
0xb3cdbe861b1d628724b8ae79b42f527f27015fab,no,no
0xf9e4a293643112f2ba6ac7ca0cfb26520d98bfd4,no,no
0x8007d470b59f048775792c5919fd8f3e155257ec,no,no
0xfafb7d710c93060d842abcad2be9347e80ef790b,no,no
0x6eafb6dd28e3176c6fad4eb3699a625bb5f68c40,no,no
0x90a1116b1be8d1168c61f139aadf17d7f70b2634,no,no
0x4c233add9ab0451ad7fd09a1a4413dc321012e94,no,no
0xb16353287d5b1bd70b738f1a65b0d7f993948cba,no,no
0x32c3ef911e6d54e5f9bdaa31402a90529871c95d,no,no
0xea0c56668f3aca856d1b00e3156c883305045384,no,no
0x865be819c5cd05952b3ba55284078edeb9b75014,no,no
0xa5aae3f83db9828abb787a69c174ee84d27838e7,no,no
0x517f26d5064b20ff28bd9f33fbe2f3dbb1b6301c,no,no
0x59ebe3286bf3acd34d12dab5b2911759722e5489,no,no
0x3ebdcddf3e506f0df1c1af0e5d3b7659d67e2cad,no,no
0x9c82c58aa5fe67c2634551a5fde55128daf527da,no,no
0xb338e13f38024ce3297594223ff6aeafd0a8b287,no,no
0xf0a64d50214b86492392ce80b0ace16251de3420,no,no
0xb3dc4f6b0d702db917699f04a6ac9a760de58aa9,no,no
0x29d49dbb8d5f0426641eab7fdcbb714ad9a50256,no,no
0xac957e8f9609c3c331c53a61f77585ad10989e42,no,no
0x175a94961085ac6823aa568279ce097a39a9a8a5,no,no
0xf7df2ff2f2b70a6335de3acfc0b8bfde0725d155,no,no
0x8006abb02e29057f967e00c2ea6b1003ea404a23,no,no
0x468f9cd34e764604aa927ad02ba86a8026f12385,no,no
0x48b8d90b239c1c8f74f52f7b09ca902b6d1d88fa,no,no
0x1a69893a37931c4b3198cdf52fc9d1345cf78bd0,no,no
0x3e8f5d597b2205d6d84937bbf90d81709f4a9534,no,no
0xde2945e3e8bc919bf1b761ed5b86962d347ddfd4,no,no
0xdc71b1c8d309278e2312a7a8aadb66486d8ffe00,no,no
0x1b8eff1afc1e894602f47291aa2472301a168d17,no,no
0xb6aa7055e9e9108ec4075379a68d8b6c74bd8051,no,no
0x9ddd0398e4fa25cc7ad427ef210baeb517f0137d,no,no
0x69cc358dc01f7ebd3a1a43a9cea875a72b501195,no,no
0x579cf6c6253760e6f33d830fc0529c5f1c28b37d,no,no
0xaf8aaf1fb3270bf779ba2d9321c9c981364a25a1,no,no
0x21bb155e0108cccd56437f56204040f4b9eb18db,no,no
0xdd258bd700ece65383fb8d1569f23e77f0759bbf,no,no
0x940bcf85ed9a0e185ed4d38e5245c569f390ace7,no,no
0x69ddcc6f5247336f0715cb5abd5b9a382499f776,no,no
0xb270c6d31da88644fbb4a1186df6dccc47882d80,no,no
0xa5baf6b05cb338f6af2692a1a5fee41c4e0ce236,no,no
0xdc6cdd9127fde0e1352a36c686208ad5561fe91e,no,no
0x61ca5178d03677feb918149c1a09c08f62bd2e45,no,no
0x58df1db39f1b545aa1aeab738318c28119ad9e11,no,no
0x505f32492ad15d831ff35f4607c6a8a7a06d4217,no,no
0xbe951e308d901d6152d6a6a169f2263cff066099,no,no
0x623e3d4180a7b815d29bd1ba7ca58e7440b6459e,no,no
0x782ab29f2f8dc81bfb2281702fdb62fc9800399c,no,no
0xa179bad43f1e5d199166f01ebcc750f3410358d9,no,no
0x70838e482e404010a4d810dfe2a8128f0b39fce8,no,no
0x35e22f7dc0d27c46efbd9012cd005309c6a40d94,no,no
0x596c409ec73300f02942745daf43169dec0e9178,no,no
0x4f6e41ea54606406f3d0173cc8a3fe80193405e4,no,no
0xa575d712054da9f802ab0e3621245a9354cdde9d,no,no
0x058edccd976c5d6a0f1af4ed17e33b12e1284f62,no,no
0xd87ea38d4f799d711eb14b76f7012ae271048a74,no,no
0x6ec49902e2b6027f879a486d517730c12582eaa8,no,no
0x70bf9c7866a22fb0d979362cb318b185551dcbcc,no,no
0xc6fc8fe73dc6c94cb09e14a43d277234b79e1f62,no,no
0x3fdae23840e447f5b899500e9e14d20064decb45,no,no
0xe82cede7f8d5cf06c26975b14ba15a932e961bfe,no,no
0x8144229c64cd669da776215570da133f76d27b2b,no,no
0xec69bb4672e8eae65dc3c7783313775e56ad0001,no,no
0x602e2e10deb73c8eea252104142c0ecff7168f38,no,no